6000 34083
1868 4848 971297
1868 4984 313119
1868 5677 669372
1869 2334 263988
1869 2975 710975
1869 3817 810106
1869 4690 147033
1869 5183 605993
1869 5907 425929
1870 2325 595811
1870 3256 26743
1870 4213 708460
1870 4914 770939
1870 5720 534166
1871 1929 21811
1871 2925 247176
1871 3776 67367
1871 4270 502319
1871 4968 290491
1871 5606 616895
1872 2382 763924
1872 2814 689855
1872 3809 626712
1872 4232 291453
1872 4746 561357
1872 5286 692826
1872 5447 467244
1873 2839 517758
1873 3455 778027
1873 4015 578967
1873 4561 623766
1873 5238 727044
1873 5314 526730
1874 1939 143621
1874 2756 939579
1874 3644 351604
1874 4421 883886
1874 4728 551555
1874 5059 717176
1874 5314 526226
1875 2290 993465
1875 2392 259384
1875 2958 54721
1875 3712 83481
1875 3744 95304
1875 3982 312712
1875 4673 349670
1875 5107 872572
1875 5837 499406
1876 2532 923293
1876 2867 839788
1876 3037 385997
1876 3371 498856
1876 3535 20593
1876 3608 513161
1876 3611 534890
1876 3869 211739
1876 4672 474331
1876 5160 162284
1876 5870 377143
1877 2646 232185
1877 3180 809206
1877 3280 973620
1877 4235 160839
1877 4858 748247
1877 5379 507411
1878 2391 415096
1878 3007 57681
1878 3039 112045
1878 3224 388039
1878 3502 506799
1878 3623 242084
1878 4096 397964
1878 4807 638186
1878 4906 306584
1878 5856 523635
1879 2383 144735
1879 2815 758462
1879 3380 716059
1879 4081 874090
1879 4542 94821
1879 5492 638556
1879 5924 918982
1880 2704 6167
1880 3674 457105
1880 4631 127446
1880 5164 10433
1880 5565 652599
1881 2732 959178
1881 3643 340486
1881 4634 706418
1881 4846 82426
1881 5718 307132
1882 2806 697569
1882 3094 582744
1882 3609 693196
1882 4132 477848
1882 4259 574703
1882 4265 811452
1882 4416 513318
1882 5305 763687
1882 5399 980645
1882 5677 205059
1883 2686 977970
1883 3363 442149
1883 4094 172244
1883 4661 665606
1883 5028 839398
1883 5905 693288
1883 5939 768972
1884 2109 533495
1884 3102 387355
1884 3291 214003
1884 4089 656343
1884 4753 654042
1884 5127 283762
1884 5157 869007
1884 5321 464877
1885 2366 635553
1885 3316 700216
1885 4104 243872
1885 4269 803511
1885 4882 552046
1885 5672 493650
1885 5681 748943
1886 2737 478935
1886 3309 995395
1886 3590 699725
1886 4320 969301
1886 5078 104459
1886 5484 504792
1886 5941 774573
1886 5953 734265
1887 2448 453566
1887 2709 929352
1887 3490 856429
1887 4344 813398
1887 5162 745999
1887 5553 762183
1888 2149 133033
1888 2365 405188
1888 2785 215852
1888 3690 296505
1888 3834 975018
1888 4789 954553
1888 5590 374415
1888 5708 965817
1888 5731 3171
1889 2826 493783
1889 3250 325073
1889 3805 298634
1889 4619 307729
1889 5243 478209
1890 2799 898821
1890 3082 546128
1890 4082 364058
1890 5053 408908
1890 5959 947119
1891 2751 901667
1891 3173 468626
1891 3305 378590
1891 4302 666654
1891 4612 721289
1891 5040 31738
1891 5393 543339
1892 2059 851063
1892 2397 179375
1892 2710 947250
1892 2897 156599
1892 3618 898542
1892 3619 771696
1892 4413 213910
1892 4571 724067
1892 4689 653176
1892 5173 293095
1892 5477 999074
1892 5564 983309
1893 2616 660089
1893 3432 187080
1893 3851 892534
1893 4093 570833
1893 4961 583968
1893 5102 247469
1893 5604 681091
1894 1933 718091
1894 2162 900836
1894 2507 296742
1894 3401 272818
1894 4310 761734
1894 5214 266568
1894 5365 985347
1895 2776 126069
1895 3729 820701
1895 4221 113375
1895 4799 717737
1895 4998 529801
1895 5046 208695
1895 5308 996553
1896 2695 73592
1896 2911 612383
1896 3682 572564
1896 3798 632021
1896 4523 375380
1896 5269 927632
1897 2793 429326
1897 2953 962132
1897 3340 318116
1897 3516 384882
1897 4350 528758
1897 5313 148388
1897 5863 437014
1897 5937 352167
1898 2100 902965
1898 2598 887421
1898 3289 514272
1898 3617 457162
1898 3901 854408
1898 4435 56385
1898 4467 990829
1898 4743 727709
1898 5727 205760
1899 1994 504935
1899 2667 181284
1899 3351 319639
1899 4014 92238
1899 5010 203092
1899 5406 222910
1899 5695 863713
1900 1958 411755
1900 1981 862741
1900 2890 939662
1900 3031 701446
1900 3070 15528
1900 3688 239670
1900 3916 607605
1900 4337 542675
1900 4384 950356
1900 4727 22330
1900 5114 79333
1900 5454 592624
1900 5778 71431
1901 2483 554071
1901 2911 854340
1901 3387 345182
1901 3745 303217
1901 3831 587372
1901 4536 431883
1901 4942 552232
1901 5438 823075
1901 5893 764452
1902 2379 605498
1902 2574 597823
1902 2745 751937
1902 3244 12514
1902 4149 545827
1902 5085 414276
1902 5841 154359
1902 5892 8095
1903 2131 655805
1903 2173 939670
1903 2341 434750
1903 3237 826577
1903 3562 528396
1903 4557 798784
1903 4748 950842
1903 5356 414689
1903 5740 267431
1904 2221 460929
1904 2586 331577
1904 2685 171656
1904 3529 193210
1904 3887 126250
1904 4184 437192
1904 4657 373453
1904 5238 791494
1904 5854 802683
1905 2445 306007
1905 2574 641890
1905 2708 533323
1905 3432 290746
1905 3787 311463
1905 3955 539566
1905 4082 535448
1905 4360 113703
1905 5255 798933
1906 2006 641291
1906 2145 485752
1906 2971 353968
1906 3167 446410
1906 3972 992167
1906 4056 341194
1906 4758 555091
1906 5428 109944
1906 5648 631345
1906 5663 983317
1907 2380 57836
1907 2988 828956
1907 3264 778889
1907 3914 684526
1907 4080 318548
1907 5053 251808
1907 5087 454725
1907 5716 207353
1908 1942 869158
1908 2373 58474
1908 2716 290488
1908 3624 308369
1908 4047 306131
1908 4752 619441
1908 5544 551755
1908 5806 863627
1909 2122 456902
1909 2365 437866
1909 3136 576412
1909 3893 626748
1909 4104 126147
1909 4568 674843
1909 5059 911735
1909 5284 202648
1909 5445 542698
1909 5784 541001
1910 2613 941423
1910 2692 177411
1910 3548 300874
1910 4057 227121
1910 4550 948871
1910 5231 137746
1910 5341 676546
1910 5854 523873
1911 2519 868436
1911 3312 20075
1911 3934 925287
1911 4087 543850
1911 5014 698670
1911 5905 57269
1912 2755 811323
1912 2835 803278
1912 2912 258291
1912 3055 750589
1912 3810 784991
1912 4262 240439
1912 4343 646917
1912 4672 750949
1912 4805 898983
1912 5357 555568
1913 2887 615190
1913 3292 674130
1913 3675 60335
1913 4466 278278
1913 5413 128808
1913 5881 961621
1914 2655 466697
1914 3177 10240
1914 3807 602633
1914 4029 433085
1914 4444 750658
1914 4789 792747
1914 5387 799833
1914 5460 191153
1914 5853 698847
1914 5975 486934
1915 2515 162316
1915 3445 496746
1915 4382 358233
1915 4928 543409
1915 5125 451785
1915 5270 302894
1915 5924 943384
1916 2550 254958
1916 3501 531053
1916 4108 98651
1916 4251 507209
1916 4726 48220
1916 5431 770223
1916 5841 148183
1916 5989 411013
1917 2729 135295
1917 3248 892752
1917 3767 394420
1917 4271 329719
1917 4467 885653
1917 5423 415206
1917 5803 701830
1917 5990 600337
1918 2153 605944
1918 2927 990734
1918 3423 717605
1918 4368 844204
1918 5187 818710
1918 5565 261323
1919 2426 713486
1919 2431 517030
1919 2660 374879
1919 3101 558737
1919 4042 273993
1919 4775 369901
1919 5317 306116
1920 2648 422801
1920 3498 459319
1920 4234 94979
1920 4278 174587
1920 5205 5344
1920 5339 333102
1920 5384 43868
1920 5800 53763
1921 2818 935119
1921 3213 430481
1921 4202 253192
1921 4763 530934
1921 5291 466297
1921 5469 249073
1922 2173 557800
1922 2726 281104
1922 2836 256644
1922 3263 983509
1922 3485 221357
1922 4329 482711
1922 4779 329245
1922 5349 665221
1922 5700 834944
1923 2389 176690
1923 2683 660810
1923 2908 941858
1923 3643 989756
1923 4142 608916
1923 4962 729611
1923 5125 312972
1923 5284 411618
1923 5713 214154
1924 2210 161727
1924 2955 335133
1924 3384 112550
1924 3753 171003
1924 3868 80076
1924 4158 783583
1924 4695 698979
1924 5567 575346
1925 2003 283433
1925 2306 118932
1925 2998 906479
1925 3532 22858
1925 4326 806048
1925 5146 582226
1925 5339 287567
1925 5846 181919
1926 2914 342699
1926 3119 960712
1926 3812 252323
1926 4591 35986
1926 4840 471671
1926 5149 772125
1926 5158 412864
1926 5708 846793
1927 2404 255484
1927 3392 934014
1927 4078 722785
1927 4483 745509
1927 4838 276601
1927 4905 266217
1927 5768 878730
1928 2485 353286
1928 3097 347606
1928 4049 80394
1928 4984 674204
1928 5393 151247
1929 2346 80458
1929 2567 962209
1929 3535 14701
1929 4219 664311
1929 4277 528725
1929 4717 721466
1929 4942 724798
1929 5352 823648
1929 5710 5628
1930 2192 323185
1930 2194 625877
1930 2976 210309
1930 3590 87072
1930 4094 291026
1930 4405 847180
1930 4843 835120
1930 5239 884998
1930 5322 307449
1930 5352 176746
1931 2681 80185
1931 2997 938331
1931 3323 41081
1931 3645 828687
1931 4346 497046
1931 4642 886237
1931 5037 557172
1931 5403 795703
1932 2365 680206
1932 3168 915099
1932 3897 993597
1932 4108 336481
1932 5046 262649
1932 5967 530323
1933 2707 678073
1933 3273 459445
1933 4020 840895
1933 4890 411072
1933 5816 63574
1934 2155 466158
1934 3010 190745
1934 3529 805557
1934 4051 699955
1934 4157 557680
1934 4555 562191
1934 4823 881612
1934 5486 462562
1934 5738 542587
1935 2925 991712
1935 3221 619559
1935 3370 320046
1935 4168 468022
1935 4629 679079
1935 5568 671925
1936 2028 198131
1936 2415 569966
1936 2446 990264
1936 2710 522141
1936 3646 917665
1936 3969 615559
1936 4237 982989
1936 4701 459876
1936 5620 587344
1936 5833 33630
1937 2704 1130
1937 3085 188920
1937 3228 374845
1937 4218 33437
1937 4332 696993
1937 4856 761244
1937 5231 117489
1937 5502 706991
1938 2697 771278
1938 3458 920437
1938 3638 653385
1938 4407 497648
1938 4659 978043
1938 5642 189468
1939 2908 401586
1939 3698 19705
1939 4548 998288
1939 5090 491195
1939 5807 474011
1939 5986 95596
1940 2846 729433
1940 3714 611896
1940 4243 868982
1940 4408 487293
1940 5170 286348
1940 5839 725534
1941 2213 219924
1941 2534 476091
1941 3470 277646
1941 3491 760729
1941 3833 500874
1941 4193 208239
1941 4253 823432
1941 4494 696595
1941 4866 433843
1941 5362 164804
1942 2681 830684
1942 2717 112907
1942 3037 157801
1942 3635 491345
1942 4314 215941
1942 4926 619602
1942 5535 254055
1943 2545 648075
1943 3154 725300
1943 4094 436325
1943 4624 657355
1943 5372 132127
1944 2063 565965
1944 2851 376274
1944 2869 201530
1944 3170 401057
1944 3950 557625
1944 4800 746382
1944 5761 958532
1945 2869 94481
1945 3495 80978
1945 3505 24232
1945 3901 106622
1945 4424 910691
1945 5362 199408
1945 5400 319042
1946 2276 530512
1946 2466 910122
1946 2596 479212
1946 3239 146434
1946 3851 942427
1946 4253 471817
1946 4405 785718
1946 5097 200173
1946 5735 41173
1947 2910 19534
1947 2931 971715
1947 3430 602899
1947 3827 701793
1947 4478 966790
1947 5304 682884
1947 5420 67689
1947 5490 831589
1948 2577 459583
1948 3173 521596
1948 3526 890353
1948 3931 123508
1948 3994 456452
1948 4018 805056
1948 4634 152822
1948 5000 33501
1948 5190 503080
1949 2386 901829
1949 3170 960443
1949 3780 914965
1949 4098 790081
1949 5095 256391
1949 5108 506167
1949 5475 597596
1949 5585 902963
1950 2408 412719
1950 3208 742524
1950 3370 995827
1950 4293 883134
1950 4933 595293
1950 5911 671186
1951 2924 796622
1951 3816 3112
1951 3872 417858
1951 4292 400377
1951 5222 933421
1951 5334 862299
1951 5913 70834
1952 2640 973792
1952 2821 198501
1952 3675 647984
1952 4044 288372
1952 4199 521295
1952 4696 825150
1952 5627 604478
1952 5954 764003
1953 2897 796894
1953 3803 566355
1953 4546 183682
1953 5270 939029
1953 5364 656191
1953 5683 73028
1953 5699 261208
1953 5762 217160
1954 2513 120013
1954 2581 860931
1954 2957 594226
1954 3527 96228
1954 3894 531504
1954 3944 915698
1954 4442 446852
1954 5431 92392
1954 5536 291344
1955 2089 774419
1955 2595 13231
1955 3196 563828
1955 3798 673972
1955 4177 807668
1955 4300 611119
1955 4523 527488
1955 4705 588505
1955 5564 639407
1955 5634 548439
1955 5755 534926
1956 2770 830423
1956 3453 732159
1956 3611 441143
1956 4105 262644
1956 4378 314264
1956 4523 866855
1956 4735 105325
1956 5188 935183
1956 5887 277120
1957 2770 4694
1957 2907 619350
1957 3450 805999
1957 3550 596616
1957 4331 350225
1957 4864 636268
1957 5250 478308
1957 5548 89544
1958 2395 629389
1958 2847 659713
1958 3491 237953
1958 4050 204859
1958 4319 996015
1958 4705 789971
1958 5184 999043
1958 5316 310524
1958 5491 499833
1958 5553 191525
1959 1985 62306
1959 2134 180914
1959 3051 498890
1959 3264 96219
1959 3690 609382
1959 4341 217814
1959 5170 594715
1959 5976 60133
1960 1972 919753
1960 2604 55401
1960 2672 423114
1960 3107 590203
1960 3736 923613
1960 3763 670047
1960 4245 881311
1960 4313 693787
1960 4768 383981
1960 5467 521697
1961 2226 110122
1961 3145 939919
1961 3424 991103
1961 4401 38440
1961 4629 172250
1961 5077 487332
1961 5306 492848
1961 5701 261694
1961 5980 819949
1962 2201 426328
1962 2913 618724
1962 3543 384783
1962 4397 330441
1962 4505 253909
1962 4634 844653
1962 4803 962250
1962 5370 231440
1963 2628 282416
1963 2940 572248
1963 2949 798763
1963 3521 293241
1963 4475 772970
1963 5401 871588
1964 2560 858827
1964 2794 248311
1964 3688 843219
1964 4126 339104
1964 4777 434549
1964 4781 25783
1964 4974 884528
1964 5350 809115
1965 2217 813779
1965 2940 704919
1965 2959 885735
1965 2984 445594
1965 3304 827982
1965 4211 766601
1965 4773 844173
1965 4965 74740
1965 5367 597855
1965 5996 706621
1966 2694 396623
1966 3230 517087
1966 3628 493732
1966 4235 443129
1966 5073 33921
1966 5801 632968
1967 2609 535338
1967 3331 511670
1967 4254 562397
1967 5250 232186
1968 2525 76354
1968 3058 146648
1968 3162 792739
1968 3786 679076
1968 4160 655708
1968 4850 270913
1968 5636 14443
1969 2361 457568
1969 2538 124665
1969 2829 733144
1969 3480 252289
1969 3954 940376
1969 4256 765752
1969 4372 136301
1969 4653 348109
1969 4858 590635
1969 5495 354852
1970 2693 602828
1970 2850 392100
1970 3377 317850
1970 3733 431316
1970 4018 976699
1970 4074 789852
1970 4945 646720
1970 5435 326366
1970 5801 802778
1970 5988 693094
1971 2906 712209
1971 3630 907571
1971 4291 943933
1971 4488 119653
1971 4616 61286
1971 4987 417955
1971 5425 363822
1971 5902 137640
1972 2113 469924
1972 2332 146200
1972 2451 113093
1972 3362 326612
1972 4165 545632
1972 4547 66993
1972 4616 728813
1972 4891 467278
1972 5423 367846
1972 5709 924816
1973 2908 739944
1973 2932 651661
1973 3174 779817
1973 3649 350723
1973 4097 75003
1973 4308 903723
1973 4526 637410
1973 5363 740662
1974 2419 696464
1974 3066 652182
1974 3515 763720
1974 4501 740079
1974 4842 361873
1974 5758 307630
1975 2633 503916
1975 3253 966685
1975 3822 217217
1975 4315 171047
1975 4598 180297
1975 4991 575497
1975 5002 873614
1975 5900 763852
1976 2893 286648
1976 2972 684568
1976 3145 590531
1976 3424 352514
1976 4378 195623
1976 4756 954873
1976 5352 1062
1976 5878 523512
1976 5907 444562
1976 5983 761246
1977 2095 845528
1977 2790 612514
1977 2807 971709
1977 3279 150270
1977 4183 133095
1977 4366 538551
1977 4535 510750
1977 5254 67052
1977 5630 346232
1977 5631 670998
1978 2199 690593
1978 2214 863103
1978 2310 122048
1978 2966 409527
1978 3603 15062
1978 4595 245164
1978 5347 388506
1978 5875 874461
1979 2773 126364
1979 3188 675332
1979 3447 587
1979 3520 691333
1979 4502 661452
1979 5411 497986
1980 2846 883207
1980 3579 225236
1980 4232 269833
1980 4859 570312
1980 5562 263267
1981 2676 24779
1981 3145 876552
1981 3447 395281
1981 4319 56451
1981 4956 824290
1981 5082 219251
1981 5302 950554
1981 5877 441558
1982 2817 939539
1982 2958 111704
1982 3047 32878
1982 3331 601745
1982 3385 716914
1982 3786 14760
1982 3959 790122
1982 4409 521303
1982 4995 863001
1982 5947 189867
1983 2734 227855
1983 3591 65880
1983 4040 361433
1983 4466 390379
1983 5448 144778
1983 5658 258872
1983 5925 999265
1984 2476 852548
1984 2525 522901
1984 3331 404453
1984 3335 65982
1984 4253 556810
1984 4881 505508
1984 5035 348583
1984 5753 99378
1985 2905 603234
1985 3110 435724
1985 3120 764986
1985 3214 283995
1985 3969 713659
1985 4828 64377
1985 5096 657171
1985 5960 81815
1986 2746 167620
1986 3114 345120
1986 4059 521289
1986 4980 853576
1986 5120 838078
1986 5271 271213
1986 5718 884835
1987 2016 117039
1987 2215 538042
1987 2583 521649
1987 2964 308127
1987 3263 397595
1987 4110 464570
1987 4867 657067
1987 5596 944327
1987 5770 746700
1988 2277 12997
1988 2604 195213
1988 3520 335470
1988 3803 101422
1988 4478 487085
1988 4727 350158
1988 5188 619639
1988 5893 114855
1988 5896 567353
1989 2466 319003
1989 2639 731327
1989 3556 938285
1989 3941 879001
1989 4896 336563
1989 5588 670001
1990 2026 462327
1990 2434 537956
1990 3222 891046
1990 3591 920818
1990 4065 625621
1990 4385 471291
1990 4637 833028
1990 4774 779610
1990 5498 72075
1990 5580 752078
1990 5823 353408
1991 2866 258145
1991 3204 292833
1991 3255 73034
1991 4080 740901
1991 4497 941503
1991 5153 282372
1991 5792 489701
1992 2444 384175
1992 3149 480127
1992 3606 825312
1992 4104 957949
1992 5017 746225
1992 5032 226998
1992 5679 985613
1993 2629 879487
1993 3519 513978
1993 4182 465944
1993 4537 651492
1993 4725 847775
1993 5711 321848
1994 2970 327896
1994 3549 541432
1994 3963 148287
1994 4865 600226
1994 5456 367404
1994 5974 94859
1995 2879 321853
1995 3497 606496
1995 4447 711258
1995 4773 289843
1995 5352 690993
1995 5482 361289
1996 2665 725411
1996 3478 349868
1996 4375 816793
1996 5131 972831
1996 5699 422525
1996 5809 412473
1997 2049 296224
1997 2309 705910
1997 2501 234500
1997 2607 570813
1997 3594 479059
1997 4008 359669
1997 4253 56348
1997 4906 557378
1997 5534 909484
1997 5577 659391
1998 2904 547639
1998 3688 613017
1998 4150 601707
1998 4684 641575
1998 5208 574632
1999 2742 671891
1999 2973 752938
1999 3355 535341
1999 3450 263725
1999 4193 638512
1999 4578 815992
1999 5430 190393
2000 2831 616224
2000 3586 288221
2000 4449 894017
2000 5301 221003
2000 5678 872669
2001 2911 514239
2001 3487 633541
2001 4047 696323
2001 4823 790794
2001 5427 244513
2001 5905 805702
2002 2223 960562
2002 2540 189212
2002 3301 354709
2002 4221 316947
2002 5145 554031
2002 5657 981143
2003 2718 202141
2003 3485 346383
2003 3674 563033
2003 4639 410769
2003 5556 176528
2003 5991 534696
2004 2394 295557
2004 2537 911092
2004 2670 699367
2004 3667 806
2004 4589 76113
2004 5095 197
2004 5146 842786
2004 5365 514566
2004 5637 34965
2004 5913 58764
2004 5993 851010
2005 2113 227974
2005 2177 815028
2005 3022 150502
2005 3090 404514
2005 3978 677976
2005 4630 683331
2005 4734 946370
2005 5409 998909
2005 5696 663787
2006 2485 573189
2006 3381 422054
2006 3480 570171
2006 3842 592378
2006 4768 512445
2006 5500 745229
2007 2708 272293
2007 3632 108550
2007 3770 328347
2007 4177 711381
2007 4491 760062
2007 4546 520773
2007 5321 15085
2007 5347 574065
2008 2796 441895
2008 3196 653039
2008 3488 372502
2008 3689 870010
2008 3912 852130
2008 4358 440958
2008 5060 513350
2008 5067 385994
2008 5688 253556
2009 2972 282962
2009 3828 826632
2009 4195 980267
2009 4591 782145
2009 4934 899777
2009 5487 190562
2010 2805 958961
2010 3751 211091
2010 4205 199150
2010 4297 329032
2010 4920 979893
2010 5902 681329
2011 2999 583670
2011 3205 684895
2011 3702 805524
2011 3902 494357
2011 4401 559922
2011 5368 495899
2011 5426 986313
2011 5445 730966
2012 2943 561760
2012 3765 210880
2012 4607 983631
2012 4981 370289
2012 4988 10352
2012 5514 598992
2012 5538 876115
2012 5865 791694
2013 2582 733190
2013 2770 715772
2013 3660 331691
2013 3697 734860
2013 4630 134098
2013 5147 255955
2013 5202 414386
2014 2824 66560
2014 3581 716008
2014 4115 144486
2014 4755 395544
2014 5584 469169
2015 2868 345280
2015 3425 670898
2015 4369 289129
2015 4800 906135
2015 5044 664325
2015 5213 313284
2015 5741 98105
2016 2060 354056
2016 2191 83782
2016 2475 288297
2016 3160 579396
2016 3808 749574
2016 4681 123291
2016 4791 878706
2016 5595 172344
2017 2448 229901
2017 3247 693378
2017 3620 349233
2017 4476 556621
2017 5377 386381
2017 5625 961785
2018 2991 631180
2018 3871 695107
2018 4824 232520
2018 5571 897993
2019 2413 647563
2019 2545 143685
2019 2565 447189
2019 3401 481363
2019 3491 739270
2019 3746 150244
2019 4737 746632
2019 5557 581202
2020 2093 967578
2020 2936 23857
2020 3339 72171
2020 3367 839638
2020 3989 886337
2020 4138 783372
2020 4459 400412
2020 5221 948235
2020 5760 463798
2021 2744 232633
2021 3353 621168
2021 3599 966219
2021 4002 437240
2021 4196 787226
2021 4981 48793
2021 5275 18715
2022 2520 987117
2022 2670 44530
2022 2768 126775
2022 2978 415251
2022 3469 747886
2022 3475 230256
2022 3588 784548
2022 3985 953366
2022 4251 959381
2022 4573 821785
2022 5195 690893
2022 5378 401213
2022 5460 896760
2023 2894 262406
2023 2949 256210
2023 3848 458171
2023 4555 212780
2023 4820 258834
2023 5805 732867
2024 2243 64872
2024 3166 620335
2024 3929 642323
2024 3973 566384
2024 4668 814722
2024 4828 49320
2024 5434 981346
2025 2712 394453
2025 2932 910913
2025 3782 890279
2025 3896 308753
2025 4689 299177
2025 5213 666061
2025 5215 697865
2025 5486 243325
2025 5565 496494
2025 5808 758765
2026 2587 365160
2026 3218 435611
2026 4091 816794
2026 4365 685482
2026 4848 968153
2026 5365 708936
2026 5733 54781
2027 3021 221895
2027 3902 658791
2027 3965 228761
2027 4160 595420
2027 5129 756470
2027 5865 65051
2028 3006 340163
2028 3565 347894
2028 3879 576545
2028 4375 885191
2028 5058 301125
2028 5074 224169
2028 5343 230888
2028 5791 172992
2029 2610 966986
2029 3161 522465
2029 3281 544969
2029 3850 983318
2029 4582 710541
2029 5361 495471
2030 2468 525800
2030 2561 657000
2030 2598 853763
2030 3486 689888
2030 4431 659574
2030 4435 342316
2030 4522 260276
2030 4718 365890
2030 5329 858860
2030 5795 432948
2031 2310 575067
2031 2384 520203
2031 2761 600809
2031 3497 814511
2031 3768 522674
2031 4712 138422
2031 4827 13295
2031 5281 524877
2031 5460 218341
2031 5629 939104
2031 5969 638836
2032 2995 212031
2032 3067 935577
2032 3301 918893
2032 4170 469995
2032 4689 459935
2032 5105 691722
2032 5764 531224
2033 2199 143846
2033 2673 705465
2033 2932 148944
2033 3684 327068
2033 4496 998286
2033 4896 970336
2033 5277 754743
2033 5441 792923
2033 5494 337546
2033 5836 708982
2034 2264 593850
2034 3030 621105
2034 3806 841538
2034 4624 104791
2034 5377 751626
2035 2982 229451
2035 3746 831561
2035 4133 394519
2035 4754 568554
2035 5550 220376
2036 2565 491467
2036 2962 639451
2036 3477 1942
2036 4265 457496
2036 4978 103373
2036 5315 837835
2036 5784 621469
2037 2323 242607
2037 2791 305263
2037 3345 117770
2037 4051 372321
2037 4374 429448
2037 4558 624299
2037 5551 192335
2038 2264 555215
2038 2392 717626
2038 3049 84647
2038 3961 364800
2038 4447 678980
2038 4612 626179
2038 5418 192637
2039 2560 746275
2039 3153 797345
2039 3682 703150
2039 3788 102590
2039 4602 864432
2039 4631 391353
2039 4705 46378
2039 4737 849744
2039 5336 655246
2040 2613 366255
2040 3474 569488
2040 3520 845351
2040 3979 715566
2040 4852 281621
2040 5047 751867
2040 5184 170821
2040 5639 791481
2041 2993 222939
2041 3276 569769
2041 3638 889667
2041 4104 608792
2041 4140 93853
2041 4667 35639
2041 4757 160749
2041 5316 115344
2041 5922 971398
2042 2346 219856
2042 2645 297180
2042 3465 502849
2042 3503 528313
2042 4164 807496
2042 4949 928714
2042 5392 59075
2042 5736 871563
2043 2049 865380
2043 2621 112046
2043 2845 730102
2043 2873 224670
2043 3715 549590
2043 3720 354803
2043 4699 219098
2043 5153 257186
2043 5546 477633
2043 5900 800241
2043 5918 319666
2044 2905 155802
2044 3864 668659
2044 4733 205306
2044 5299 877657
2044 5606 921945
2044 5830 9704
2044 5995 879325
2045 2227 286518
2045 2891 962190
2045 3556 776998
2045 4188 338122
2045 4716 995028
2045 4815 341885
2045 5427 891472
2045 5969 301865
2046 2737 737175
2046 3072 548563
2046 3544 499904
2046 3755 840135
2046 4596 91790
2046 4778 819361
2046 5236 556265
2046 5774 773976
2047 2122 447992
2047 2744 617710
2047 3201 656153
2047 3282 634559
2047 3663 440697
2047 4038 692278
2047 4943 817059
2047 5907 996080
2048 2571 454903
2048 2860 737
2048 3241 698485
2048 4112 177567
2048 4301 96332
2048 4476 475730
2048 4775 62454
2048 4927 834642
2048 4998 46214
2048 5093 340575
2048 5383 288005
2049 2383 330379
2049 2607 391243
2049 3036 573192
2049 3350 407822
2049 3412 358568
2049 3870 181150
2049 4815 899294
2049 4831 863863
2049 5309 886348
2049 5342 409207
2049 5984 692838
2050 2682 377261
2050 3597 244730
2050 3776 575561
2050 4502 89134
2050 5392 863105
2051 2179 526885
2051 2423 486445
2051 2473 906309
2051 2830 135511
2051 3281 531305
2051 4077 877470
2051 4236 484629
2051 5045 25547
2051 5224 36807
2051 5952 247889
2052 3036 648155
2052 3195 846167
2052 3902 921888
2052 4546 931601
2052 4882 604352
2052 5606 828221
2053 2570 795622
2053 2818 394877
2053 3295 356702
2053 3820 998628
2053 3984 837687
2053 4233 997976
2053 4810 893431
2053 4936 614308
2053 5599 695563
2054 2868 601073
2054 3022 529524
2054 3327 73153
2054 3443 340644
2054 3939 8196
2054 4147 40443
2054 4855 997182
2054 5542 952936
2055 2791 395460
2055 3068 416903
2055 3558 926529
2055 3781 645422
2055 4085 998704
2055 4158 993970
2055 4417 518716
2055 5196 295331
2055 5413 829303
2056 2421 806770
2056 3044 407217
2056 3353 393186
2056 3356 373020
2056 3715 790045
2056 4014 835016
2056 4791 237758
2056 5080 906031
2056 5675 721169
2057 2069 57472
2057 2370 925089
2057 2804 562915
2057 2952 867568
2057 3189 100369
2057 3403 709224
2057 4132 536336
2057 4326 237297
2057 4966 810379
2057 5262 757012
2057 5348 507692
2057 5654 552101
2058 2118 346741
2058 2961 857010
2058 3215 256447
2058 3233 158077
2058 3328 931106
2058 4186 688009
2058 4435 593426
2058 4677 507969
2058 5312 771817
2058 5358 342970
2058 5716 575342
2059 2143 292989
2059 2756 749173
2059 3429 83274
2059 4047 797492
2059 4728 680710
2059 5058 293691
2060 2833 299708
2060 2865 81871
2060 3022 148893
2060 3894 638409
2060 4556 832469
2060 5278 65301
2060 5907 771
2061 3047 576108
2061 3618 858073
2061 4059 135539
2061 4649 186117
2061 5454 941211
2062 2547 621916
2062 3477 465527
2062 3700 157058
2062 3926 342610
2062 4198 28738
2062 4692 41499
2062 5183 266512
2062 5494 846216
2062 5650 27295
2063 2832 853280
2063 3265 940696
2063 3962 324877
2063 4188 351290
2063 4525 811386
2063 5369 527293
2063 5588 430759
2063 5806 448745
2064 2687 730323
2064 3621 156250
2064 3673 700784
2064 4414 942546
2064 4701 104407
2064 5454 815446
2065 2147 104566
2065 2468 91519
2065 2721 245373
2065 3460 121483
2065 4114 960080
2065 4326 921853
2065 4690 432434
2065 5294 214937
2065 5465 219288
2066 2555 912222
2066 2707 370544
2066 3704 486248
2066 3786 580287
2066 4433 618190
2066 4509 238696
2066 4777 16641
2066 5141 861786
2067 2800 310876
2067 3520 614742
2067 4467 148935
2067 5054 274666
2067 5415 405546
2068 2599 624829
2068 3099 590375
2068 3141 394008
2068 4051 666394
2068 4298 790347
2068 4970 987249
2068 5851 158751
2069 2217 691740
2069 2869 73285
2069 3494 500388
